id,station_id,train_id,departure_time,departure_time_offset,station_name,train_number
1012,10,65,10:39:00 AM,2:39:00 AM,Hillsdale,138
1013,11,65,10:43:00 AM,2:43:00 AM,Belmont,138
1014,12,65,10:46:00 AM,2:46:00 AM,San Carlos,138
1015,13,65,10:51:00 AM,2:51:00 AM,Redwood City,138
1016,14,65,10:56:00 AM,2:56:00 AM,Menlo Park,138
1017,15,65,11:00:00 AM,3:00:00 AM,Palo Alto,138
1018,16,65,11:04:00 AM,3:04:00 AM,California Ave,138
1019,17,65,11:08:00 AM,3:08:00 AM,San Antonio,138
1020,18,65,11:13:00 AM,3:13:00 AM,Mountain View,138
1021,19,65,11:18:00 AM,3:18:00 AM,Sunnyvale,138
1022,20,65,11:22:00 AM,3:22:00 AM,Lawrence,138
1023,21,65,11:28:00 AM,3:28:00 AM,Santa Clara,138
1024,23,65,11:35:00 AM,3:35:00 AM,San Jose Diridon,138
1025,1,66,11:00:00 AM,3:00:00 AM,San Francisco,142
1026,2,66,11:04:00 AM,3:04:00 AM,22nd Street,142
1027,3,66,11:09:00 AM,3:09:00 AM,Bayshore,142
1028,4,66,11:16:00 AM,3:16:00 AM,So. San Francisco,142
1029,5,66,11:20:00 AM,3:20:00 AM,San Bruno,142
1030,6,66,11:25:00 AM,3:25:00 AM,Millbrae,142
1031,7,66,11:29:00 AM,3:29:00 AM,Burlingame,142
1032,8,66,11:32:00 AM,3:32:00 AM,San Mateo,142
1033,9,66,11:36:00 AM,3:36:00 AM,Hayward Park,142
1034,10,66,11:39:00 AM,3:39:00 AM,Hillsdale,142
1035,11,66,11:43:00 AM,3:43:00 AM,Belmont,142
1036,12,66,11:46:00 AM,3:46:00 AM,San Carlos,142
1037,13,66,11:51:00 AM,3:51:00 AM,Redwood City,142
1038,14,66,11:56:00 AM,3:56:00 AM,Menlo Park,142
1039,15,66,12:00:00 PM,4:00:00 AM,Palo Alto,142
1040,16,66,12:04:00 PM,4:04:00 AM,California Ave,142
1041,17,66,12:08:00 PM,4:08:00 AM,San Antonio,142
1042,18,66,12:13:00 PM,4:13:00 AM,Mountain View,142
1043,19,66,12:18:00 PM,4:18:00 AM,Sunnyvale,142
1044,20,66,12:22:00 PM,4:22:00 AM,Lawrence,142
1045,21,66,12:28:00 PM,4:28:00 AM,Santa Clara,142
1046,23,66,12:35:00 PM,4:35:00 AM,San Jose Diridon,142
1047,1,67,12:00:00 PM,4:00:00 AM,San Francisco,146
1048,2,67,12:04:00 PM,4:04:00 AM,22nd Street,146
1049,3,67,12:09:00 PM,4:09:00 AM,Bayshore,146
1050,4,67,12:16:00 PM,4:16:00 AM,So. San Francisco,146
1051,5,67,12:20:00 PM,4:20:00 AM,San Bruno,146
1052,6,67,12:25:00 PM,4:25:00 AM,Millbrae,146
1053,7,67,12:29:00 PM,4:29:00 AM,Burlingame,146
1054,8,67,12:32:00 PM,4:32:00 AM,San Mateo,146
1055,9,67,12:36:00 PM,4:36:00 AM,Hayward Park,146
1056,10,67,12:39:00 PM,4:39:00 AM,Hillsdale,146
1057,11,67,12:43:00 PM,4:43:00 AM,Belmont,146
1058,12,67,12:46:00 PM,4:46:00 AM,San Carlos,146
1059,13,67,12:51:00 PM,4:51:00 AM,Redwood City,146
1060,14,67,12:56:00 PM,4:56:00 AM,Menlo Park,146
1061,15,67,1:00:00 AM,5:00:00 PM,Palo Alto,146
1062,16,67,1:04:00 AM,5:04:00 PM,California Ave,146
1063,17,67,1:08:00 AM,5:08:00 PM,San Antonio,146
1064,18,67,1:13:00 AM,5:13:00 PM,Mountain View,146
1065,19,67,1:18:00 AM,5:18:00 PM,Sunnyvale,146
1066,20,67,1:22:00 AM,5:22:00 PM,Lawrence,146
1067,21,67,1:28:00 AM,5:28:00 PM,Santa Clara,146
1068,23,67,1:35:00 AM,5:35:00 PM,San Jose Diridon,146
1069,1,68,1:00:00 AM,5:00:00 PM,San Francisco,150
1070,2,68,1:04:00 AM,5:04:00 PM,22nd Street,150
1071,3,68,1:09:00 AM,5:09:00 PM,Bayshore,150
1072,4,68,1:16:00 AM,5:16:00 PM,So. San Francisco,150
1073,5,68,1:20:00 AM,5:20:00 PM,San Bruno,150
1074,6,68,1:25:00 AM,5:25:00 PM,Millbrae,150
1075,7,68,1:29:00 AM,5:29:00 PM,Burlingame,150
1076,8,68,1:32:00 AM,5:32:00 PM,San Mateo,150
1077,9,68,1:36:00 AM,5:36:00 PM,Hayward Park,150
1078,10,68,1:39:00 AM,5:39:00 PM,Hillsdale,150
1079,11,68,1:43:00 AM,5:43:00 PM,Belmont,150
1080,12,68,1:46:00 AM,5:46:00 PM,San Carlos,150
1081,13,68,1:51:00 AM,5:51:00 PM,Redwood City,150
1082,14,68,1:56:00 AM,5:56:00 PM,Menlo Park,150
1083,15,68,2:00:00 AM,6:00:00 PM,Palo Alto,150
1084,16,68,2:04:00 AM,6:04:00 PM,California Ave,150
1085,17,68,2:08:00 AM,6:08:00 PM,San Antonio,150
1086,18,68,2:13:00 AM,6:13:00 PM,Mountain View,150
1087,19,68,2:18:00 AM,6:18:00 PM,Sunnyvale,150
1088,20,68,2:22:00 AM,6:22:00 PM,Lawrence,150
1089,21,68,2:28:00 AM,6:28:00 PM,Santa Clara,150
1090,23,68,2:35:00 AM,6:35:00 PM,San Jose Diridon,150
1091,1,69,2:00:00 AM,6:00:00 PM,San Francisco,152
1092,2,69,2:04:00 AM,6:04:00 PM,22nd Street,152
1093,3,69,2:09:00 AM,6:09:00 PM,Bayshore,152
1094,4,69,2:16:00 AM,6:16:00 PM,So. San Francisco,152
1095,5,69,2:20:00 AM,6:20:00 PM,San Bruno,152
1096,6,69,2:25:00 AM,6:25:00 PM,Millbrae,152
1097,7,69,2:29:00 AM,6:29:00 PM,Burlingame,152
1098,8,69,2:32:00 AM,6:32:00 PM,San Mateo,152
1099,9,69,2:36:00 AM,6:36:00 PM,Hayward Park,152
1100,10,69,2:39:00 AM,6:39:00 PM,Hillsdale,152
1101,11,69,2:43:00 AM,6:43:00 PM,Belmont,152
1102,12,69,2:46:00 AM,6:46:00 PM,San Carlos,152
1103,13,69,2:51:00 AM,6:51:00 PM,Redwood City,152
1104,14,69,2:56:00 AM,6:56:00 PM,Menlo Park,152
1105,15,69,3:00:00 AM,7:00:00 PM,Palo Alto,152
1106,16,69,3:04:00 AM,7:04:00 PM,California Ave,152
1107,17,69,3:08:00 AM,7:08:00 PM,San Antonio,152
1108,18,69,3:13:00 AM,7:13:00 PM,Mountain View,152
1109,19,69,3:18:00 AM,7:18:00 PM,Sunnyvale,152
1110,20,69,3:22:00 AM,7:22:00 PM,Lawrence,152
1111,21,69,3:28:00 AM,7:28:00 PM,Santa Clara,152
1112,23,69,3:35:00 AM,7:35:00 PM,San Jose Diridon,152
1113,1,70,2:43:00 AM,6:43:00 PM,San Francisco,254
1114,5,70,2:55:00 AM,6:55:00 PM,San Bruno,254
1115,6,70,2:59:00 AM,6:59:00 PM,Millbrae,254
1116,7,70,3:04:00 AM,7:04:00 PM,Burlingame,254
1117,8,70,3:07:00 AM,7:07:00 PM,San Mateo,254
1118,10,70,3:11:00 AM,7:11:00 PM,Hillsdale,254
1119,11,70,3:15:00 AM,7:15:00 PM,Belmont,254
1120,12,70,3:18:00 AM,7:18:00 PM,San Carlos,254
1121,13,70,3:23:00 AM,7:23:00 PM,Redwood City,254
1122,14,70,3:28:00 AM,7:28:00 PM,Menlo Park,254
1123,15,70,3:32:00 AM,7:32:00 PM,Palo Alto,254
1124,16,70,3:36:00 AM,7:36:00 PM,California Ave,254
1125,17,70,3:40:00 AM,7:40:00 PM,San Antonio,254
1126,18,70,3:45:00 AM,7:45:00 PM,Mountain View,254
1127,19,70,3:50:00 AM,7:50:00 PM,Sunnyvale,254
1128,20,70,3:54:00 AM,7:54:00 PM,Lawrence,254
1129,21,70,3:59:00 AM,7:59:00 PM,Santa Clara,254
1130,23,70,4:09:00 AM,8:09:00 PM,San Jose Diridon,254
1131,24,70,4:14:00 AM,8:14:00 PM,Tamien,254
1132,1,71,3:00:00 AM,7:00:00 PM,San Francisco,156
1133,2,71,3:04:00 AM,7:04:00 PM,22nd Street,156
1134,3,71,3:09:00 AM,7:09:00 PM,Bayshore,156
1135,4,71,3:16:00 AM,7:16:00 PM,So. San Francisco,156
1136,5,71,3:20:00 AM,7:20:00 PM,San Bruno,156
1137,6,71,3:24:00 AM,7:24:00 PM,Millbrae,156
1138,7,71,3:29:00 AM,7:29:00 PM,Burlingame,156
1139,8,71,3:32:00 AM,7:32:00 PM,San Mateo,156
1140,9,71,3:36:00 AM,7:36:00 PM,Hayward Park,156
1141,10,71,3:39:00 AM,7:39:00 PM,Hillsdale,156
1142,11,71,3:43:00 AM,7:43:00 PM,Belmont,156
1143,12,71,3:46:00 AM,7:46:00 PM,San Carlos,156
1144,13,71,3:51:00 AM,7:51:00 PM,Redwood City,156
1145,14,71,3:56:00 AM,7:56:00 PM,Menlo Park,156
1146,15,71,4:00:00 AM,8:00:00 PM,Palo Alto,156
1147,16,71,4:04:00 AM,8:04:00 PM,California Ave,156
1148,17,71,4:08:00 AM,8:08:00 PM,San Antonio,156
1149,18,71,4:13:00 AM,8:13:00 PM,Mountain View,156
1150,19,71,4:18:00 AM,8:18:00 PM,Sunnyvale,156
1151,20,71,4:23:00 AM,8:23:00 PM,Lawrence,156
1152,21,71,4:28:00 AM,8:28:00 PM,Santa Clara,156
1153,22,71,4:31:00 AM,8:31:00 PM,College Park,156
1154,23,71,4:39:00 AM,8:39:00 PM,San Jose Diridon,156
1155,24,71,4:43:00 AM,8:43:00 PM,Tamien,156
1156,25,71,4:50:00 AM,8:50:00 PM,Capitol,156
1157,26,71,4:56:00 AM,8:56:00 PM,Blossom Hill,156
1158,27,71,5:09:00 AM,9:09:00 PM,Morgan Hill,156
1159,28,71,5:15:00 AM,9:15:00 PM,San Martin,156
1160,29,71,5:28:00 AM,9:28:00 PM,Gilroy,156
1161,1,72,3:34:00 AM,7:34:00 PM,San Francisco,258
1162,5,72,3:46:00 AM,7:46:00 PM,San Bruno,258
1163,6,72,3:51:00 AM,7:51:00 PM,Millbrae,258
1164,7,72,3:56:00 AM,7:56:00 PM,Burlingame,258
1165,8,72,3:59:00 AM,7:59:00 PM,San Mateo,258
1166,10,72,4:04:00 AM,8:04:00 PM,Hillsdale,258
1167,11,72,4:08:00 AM,8:08:00 PM,Belmont,258
1168,12,72,4:11:00 AM,8:11:00 PM,San Carlos,258
1169,13,72,4:16:00 AM,8:16:00 PM,Redwood City,258
1170,14,72,4:22:00 AM,8:22:00 PM,Menlo Park,258
1171,15,72,4:26:00 AM,8:26:00 PM,Palo Alto,258
1172,16,72,4:29:00 AM,8:29:00 PM,California Ave,258
1173,17,72,4:34:00 AM,8:34:00 PM,San Antonio,258
1174,18,72,4:38:00 AM,8:38:00 PM,Mountain View,258
1175,19,72,4:44:00 AM,8:44:00 PM,Sunnyvale,258
1176,20,72,4:48:00 AM,8:48:00 PM,Lawrence,258
1177,21,72,4:53:00 AM,8:53:00 PM,Santa Clara,258
1178,23,72,5:03:00 AM,9:03:00 PM,San Jose Diridon,258
1179,24,72,5:08:00 AM,9:08:00 PM,Tamien,258
1180,1,73,4:12:00 AM,8:12:00 PM,San Francisco,360
1181,6,73,4:27:00 AM,8:27:00 PM,Millbrae,360
1182,10,73,4:35:00 AM,8:35:00 PM,Hillsdale,360
1183,15,73,4:46:00 AM,8:46:00 PM,Palo Alto,360
1184,18,73,4:55:00 AM,8:55:00 PM,Mountain View,360
1185,23,73,5:11:00 AM,9:11:00 PM,San Jose Diridon,360
1186,1,74,4:23:00 AM,8:23:00 PM,San Francisco,262
1187,5,74,4:36:00 AM,8:36:00 PM,San Bruno,262
1188,7,74,4:42:00 AM,8:42:00 PM,Burlingame,262
1189,8,74,4:46:00 AM,8:46:00 PM,San Mateo,262
1190,10,74,4:50:00 AM,8:50:00 PM,Hillsdale,262
1191,12,74,4:56:00 AM,8:56:00 PM,San Carlos,262
1192,15,74,5:04:00 AM,9:04:00 PM,Palo Alto,262
1193,16,74,5:08:00 AM,9:08:00 PM,California Ave,262
1194,18,74,5:15:00 AM,9:15:00 PM,Mountain View,262
1195,19,74,5:20:00 AM,9:20:00 PM,Sunnyvale,262
1196,21,74,5:27:00 AM,9:27:00 PM,Santa Clara,262
1197,23,74,5:34:00 AM,9:34:00 PM,San Jose Diridon,262
1198,1,75,4:32:00 AM,8:32:00 PM,San Francisco,264
1199,2,75,4:36:00 AM,8:36:00 PM,22nd Street,264
1200,3,75,4:41:00 AM,8:41:00 PM,Bayshore,264
1201,4,75,4:52:00 AM,8:52:00 PM,So. San Francisco,264
1202,5,75,4:55:00 AM,8:55:00 PM,San Bruno,264
1203,6,75,5:00:00 AM,9:00:00 PM,Millbrae,264
1204,7,75,5:05:00 AM,9:05:00 PM,Burlingame,264
1205,8,75,5:08:00 AM,9:08:00 PM,San Mateo,264
1206,9,75,5:12:00 AM,9:12:00 PM,Hayward Park,264
1207,10,75,5:15:00 AM,9:15:00 PM,Hillsdale,264
1208,11,75,5:19:00 AM,9:19:00 PM,Belmont,264
1209,12,75,5:22:00 AM,9:22:00 PM,San Carlos,264
1210,13,75,5:28:00 AM,9:28:00 PM,Redwood City,264
1211,14,75,5:34:00 AM,9:34:00 PM,Menlo Park,264
1212,18,75,5:42:00 AM,9:42:00 PM,Mountain View,264
1213,19,75,5:47:00 AM,9:47:00 PM,Sunnyvale,264
1214,21,75,5:54:00 AM,9:54:00 PM,Santa Clara,264
1215,23,75,6:02:00 AM,10:02:00 PM,San Jose Diridon,264
1216,1,76,4:38:00 AM,8:38:00 PM,San Francisco,366
1217,6,76,4:53:00 AM,8:53:00 PM,Millbrae,366
1218,8,76,4:59:00 AM,8:59:00 PM,San Mateo,366
1219,13,76,5:08:00 AM,9:08:00 PM,Redwood City,366
1220,15,76,5:15:00 AM,9:15:00 PM,Palo Alto,366
1221,16,76,5:18:00 AM,9:18:00 PM,California Ave,366
1222,19,76,5:29:00 AM,9:29:00 PM,Sunnyvale,366
1223,23,76,5:44:00 AM,9:44:00 PM,San Jose Diridon,366
1224,24,76,5:49:00 AM,9:49:00 PM,Tamien,366
1225,1,77,4:58:00 AM,8:58:00 PM,San Francisco,268
1226,4,77,5:09:00 AM,9:09:00 PM,So. San Francisco,268
1227,6,77,5:15:00 AM,9:15:00 PM,Millbrae,268
1228,10,77,5:23:00 AM,9:23:00 PM,Hillsdale,268
1229,13,77,5:33:00 AM,9:33:00 PM,Redwood City,268
1230,14,77,5:39:00 AM,9:39:00 PM,Menlo Park,268
1231,15,77,5:43:00 AM,9:43:00 PM,Palo Alto,268
1232,16,77,5:46:00 AM,9:46:00 PM,California Ave,268
1233,17,77,5:50:00 AM,9:50:00 PM,San Antonio,268
1234,18,77,5:55:00 AM,9:55:00 PM,Mountain View,268
1235,19,77,6:00:00 AM,10:00:00 PM,Sunnyvale,268
1236,20,77,6:05:00 AM,10:05:00 PM,Lawrence,268
1237,21,77,6:12:00 AM,10:12:00 PM,Santa Clara,268
1238,23,77,6:23:00 AM,10:23:00 PM,San Jose Diridon,268
1239,24,77,6:27:00 AM,10:27:00 PM,Tamien,268
1240,25,77,6:34:00 AM,10:34:00 PM,Capitol,268
1241,26,77,6:40:00 AM,10:40:00 PM,Blossom Hill,268
1242,27,77,6:53:00 AM,10:53:00 PM,Morgan Hill,268
1243,28,77,6:59:00 AM,10:59:00 PM,San Martin,268
1244,29,77,7:12:00 AM,11:12:00 PM,Gilroy,268
1245,1,78,5:16:00 AM,9:16:00 PM,San Francisco,370
1246,6,78,5:33:00 AM,9:33:00 PM,Millbrae,370
1247,10,78,5:43:00 AM,9:43:00 PM,Hillsdale,370
1248,15,78,5:55:00 AM,9:55:00 PM,Palo Alto,370
1249,18,78,6:02:00 AM,10:02:00 PM,Mountain View,370
1250,23,78,6:17:00 AM,10:17:00 PM,San Jose Diridon,370
1251,1,79,5:27:00 AM,9:27:00 PM,San Francisco,272
1252,5,79,5:40:00 AM,9:40:00 PM,San Bruno,272
1253,7,79,5:46:00 AM,9:46:00 PM,Burlingame,272
1254,8,79,5:50:00 AM,9:50:00 PM,San Mateo,272
1255,10,79,5:54:00 AM,9:54:00 PM,Hillsdale,272
1256,12,79,6:00:00 AM,10:00:00 PM,San Carlos,272
1257,15,79,6:08:00 AM,10:08:00 PM,Palo Alto,272
1258,16,79,6:12:00 AM,10:12:00 PM,California Ave,272
1259,18,79,6:19:00 AM,10:19:00 PM,Mountain View,272
1260,19,79,6:24:00 AM,10:24:00 PM,Sunnyvale,272
1261,21,79,6:31:00 AM,10:31:00 PM,Santa Clara,272
1262,23,79,6:38:00 AM,10:38:00 PM,San Jose Diridon,272
1263,1,80,5:32:00 AM,9:32:00 PM,San Francisco,274
1264,2,80,5:36:00 AM,9:36:00 PM,22nd Street,274
1265,3,80,5:42:00 AM,9:42:00 PM,Bayshore,274
1266,4,80,5:51:00 AM,9:51:00 PM,So. San Francisco,274
1267,5,80,5:55:00 AM,9:55:00 PM,San Bruno,274
1268,6,80,6:00:00 AM,10:00:00 PM,Millbrae,274
1269,7,80,6:05:00 AM,10:05:00 PM,Burlingame,274
1270,8,80,6:09:00 AM,10:09:00 PM,San Mateo,274
1271,9,80,6:12:00 AM,10:12:00 PM,Hayward Park,274
1272,10,80,6:15:00 AM,10:15:00 PM,Hillsdale,274
1273,11,80,6:19:00 AM,10:19:00 PM,Belmont,274
1274,12,80,6:22:00 AM,10:22:00 PM,San Carlos,274
1275,13,80,6:28:00 AM,10:28:00 PM,Redwood City,274
1276,14,80,6:34:00 AM,10:34:00 PM,Menlo Park,274
1277,18,80,6:42:00 AM,10:42:00 PM,Mountain View,274
1278,19,80,6:47:00 AM,10:47:00 PM,Sunnyvale,274
1279,20,80,6:51:00 AM,10:51:00 PM,Lawrence,274
1280,21,80,6:57:00 AM,10:57:00 PM,Santa Clara,274
1281,23,80,7:06:00 AM,11:06:00 PM,San Jose Diridon,274
1282,24,80,7:10:00 AM,11:10:00 PM,Tamien,274
1283,25,80,7:17:00 AM,11:17:00 PM,Capitol,274
1284,26,80,7:23:00 AM,11:23:00 PM,Blossom Hill,274
1285,27,80,7:36:00 AM,11:36:00 PM,Morgan Hill,274
1286,28,80,7:42:00 AM,11:42:00 PM,San Martin,274
1287,29,80,7:55:00 AM,11:55:00 PM,Gilroy,274
1288,1,81,5:38:00 AM,9:38:00 PM,San Francisco,376
1289,6,81,5:53:00 AM,9:53:00 PM,Millbrae,376
1290,8,81,5:59:00 AM,9:59:00 PM,San Mateo,376
1291,13,81,6:08:00 AM,10:08:00 PM,Redwood City,376
1292,15,81,6:15:00 AM,10:15:00 PM,Palo Alto,376
1293,16,81,6:18:00 AM,10:18:00 PM,California Ave,376
1294,19,81,6:29:00 AM,10:29:00 PM,Sunnyvale,376
1295,23,81,6:44:00 AM,10:44:00 PM,San Jose Diridon,376
1296,24,81,6:49:00 AM,10:49:00 PM,Tamien,376
1297,1,82,5:58:00 AM,9:58:00 PM,San Francisco,278
1298,4,82,6:09:00 AM,10:09:00 PM,So. San Francisco,278
1299,6,82,6:15:00 AM,10:15:00 PM,Millbrae,278
1300,10,82,6:23:00 AM,10:23:00 PM,Hillsdale,278
1301,13,82,6:33:00 AM,10:33:00 PM,Redwood City,278
1302,14,82,6:39:00 AM,10:39:00 PM,Menlo Park,278
1303,15,82,6:43:00 AM,10:43:00 PM,Palo Alto,278
1304,16,82,6:46:00 AM,10:46:00 PM,California Ave,278
1305,17,82,6:50:00 AM,10:50:00 PM,San Antonio,278
1306,18,82,6:55:00 AM,10:55:00 PM,Mountain View,278
1307,19,82,7:00:00 AM,11:00:00 PM,Sunnyvale,278
1308,20,82,7:05:00 AM,11:05:00 PM,Lawrence,278
1309,21,82,7:12:00 AM,11:12:00 PM,Santa Clara,278
1310,23,82,7:23:00 AM,11:23:00 PM,San Jose Diridon,278
1311,24,82,7:28:00 AM,11:28:00 PM,Tamien,278
1312,1,83,6:16:00 AM,10:16:00 PM,San Francisco,380
1313,6,83,6:33:00 AM,10:33:00 PM,Millbrae,380
1314,10,83,6:43:00 AM,10:43:00 PM,Hillsdale,380
1315,15,83,6:55:00 AM,10:55:00 PM,Palo Alto,380
1316,18,83,7:02:00 AM,11:02:00 PM,Mountain View,380
1317,23,83,7:18:00 AM,11:18:00 PM,San Jose Diridon,380
1318,1,84,6:23:00 AM,10:23:00 PM,San Francisco,282
1319,5,84,6:36:00 AM,10:36:00 PM,San Bruno,282
1320,7,84,6:42:00 AM,10:42:00 PM,Burlingame,282
1321,8,84,6:46:00 AM,10:46:00 PM,San Mateo,282
1322,10,84,6:50:00 AM,10:50:00 PM,Hillsdale,282
1323,12,84,6:56:00 AM,10:56:00 PM,San Carlos,282
1324,15,84,7:04:00 AM,11:04:00 PM,Palo Alto,282
1325,16,84,7:08:00 AM,11:08:00 PM,California Ave,282
1326,18,84,7:15:00 AM,11:15:00 PM,Mountain View,282
1327,19,84,7:20:00 AM,11:20:00 PM,Sunnyvale,282
1328,23,84,7:33:00 AM,11:33:00 PM,San Jose Diridon,282
1329,1,85,6:32:00 AM,10:32:00 PM,San Francisco,284
1330,2,85,6:36:00 AM,10:36:00 PM,22nd Street,284
1331,3,85,6:41:00 AM,10:41:00 PM,Bayshore,284
1332,4,85,6:52:00 AM,10:52:00 PM,So. San Francisco,284
1333,5,85,6:55:00 AM,10:55:00 PM,San Bruno,284
1334,6,85,7:00:00 AM,11:00:00 PM,Millbrae,284
1335,7,85,7:05:00 AM,11:05:00 PM,Burlingame,284
1336,8,85,7:08:00 AM,11:08:00 PM,San Mateo,284
1337,9,85,7:12:00 AM,11:12:00 PM,Hayward Park,284
1338,10,85,7:15:00 AM,11:15:00 PM,Hillsdale,284
1339,11,85,7:19:00 AM,11:19:00 PM,Belmont,284
1340,12,85,7:22:00 AM,11:22:00 PM,San Carlos,284
1341,13,85,7:28:00 AM,11:28:00 PM,Redwood City,284
1342,14,85,7:34:00 AM,11:34:00 PM,Menlo Park,284
1343,18,85,7:43:00 AM,11:43:00 PM,Mountain View,284
1344,19,85,7:48:00 AM,11:48:00 PM,Sunnyvale,284
1345,21,85,7:55:00 AM,11:55:00 PM,Santa Clara,284
1346,23,85,8:04:00 AM,12:04:00 AM,San Jose Diridon,284
1347,1,86,6:38:00 AM,10:38:00 PM,San Francisco,386
1348,6,86,6:53:00 AM,10:53:00 PM,Millbrae,386
1349,8,86,6:59:00 AM,10:59:00 PM,San Mateo,386
1350,13,86,7:08:00 AM,11:08:00 PM,Redwood City,386
1351,15,86,7:15:00 AM,11:15:00 PM,Palo Alto,386
1352,19,86,7:28:00 AM,11:28:00 PM,Sunnyvale,386
1353,23,86,7:43:00 AM,11:43:00 PM,San Jose Diridon,386
1354,24,86,7:48:00 AM,11:48:00 PM,Tamien,386
1355,1,87,6:58:00 AM,10:58:00 PM,San Francisco,288
1356,4,87,7:09:00 AM,11:09:00 PM,So. San Francisco,288
1357,6,87,7:15:00 AM,11:15:00 PM,Millbrae,288
1358,10,87,7:23:00 AM,11:23:00 PM,Hillsdale,288
1359,13,87,7:33:00 AM,11:33:00 PM,Redwood City,288
1360,14,87,7:39:00 AM,11:39:00 PM,Menlo Park,288
1361,15,87,7:43:00 AM,11:43:00 PM,Palo Alto,288
1362,16,87,7:46:00 AM,11:46:00 PM,California Ave,288
1363,17,87,7:50:00 AM,11:50:00 PM,San Antonio,288
1364,18,87,7:55:00 AM,11:55:00 PM,Mountain View,288
1365,19,87,8:00:00 AM,12:00:00 AM,Sunnyvale,288
1366,20,87,8:05:00 AM,12:05:00 AM,Lawrence,288
1367,21,87,8:10:00 AM,12:10:00 AM,Santa Clara,288
1368,23,87,8:21:00 AM,12:21:00 AM,San Jose Diridon,288
1369,24,87,8:26:00 AM,12:26:00 AM,Tamien,288
1370,1,88,7:30:00 AM,11:30:00 PM,San Francisco,190
1371,2,88,7:34:00 AM,11:34:00 PM,22nd Street,190
1372,3,88,7:39:00 AM,11:39:00 PM,Bayshore,190
1373,4,88,7:46:00 AM,11:46:00 PM,So. San Francisco,190
1374,5,88,7:50:00 AM,11:50:00 PM,San Bruno,190
1375,6,88,7:56:00 AM,11:56:00 PM,Millbrae,190
1376,7,88,8:01:00 AM,12:01:00 AM,Burlingame,190
1377,8,88,8:04:00 AM,12:04:00 AM,San Mateo,190
1378,9,88,8:08:00 AM,12:08:00 AM,Hayward Park,190
1379,10,88,8:11:00 AM,12:11:00 AM,Hillsdale,190
1380,11,88,8:15:00 AM,12:15:00 AM,Belmont,190
1381,12,88,8:18:00 AM,12:18:00 AM,San Carlos,190
1382,13,88,8:23:00 AM,12:23:00 AM,Redwood City,190
1383,14,88,8:28:00 AM,12:28:00 AM,Menlo Park,190
1384,15,88,8:32:00 AM,12:32:00 AM,Palo Alto,190
1385,16,88,8:35:00 AM,12:35:00 AM,California Ave,190
1386,17,88,8:39:00 AM,12:39:00 AM,San Antonio,190
1387,18,88,8:44:00 AM,12:44:00 AM,Mountain View,190
1388,19,88,8:49:00 AM,12:49:00 AM,Sunnyvale,190
1389,20,88,8:53:00 AM,12:53:00 AM,Lawrence,190
1390,21,88,8:58:00 AM,12:58:00 AM,Santa Clara,190
1391,23,88,9:06:00 AM,1:06:00 AM,San Jose Diridon,190
1392,1,89,8:30:00 AM,12:30:00 AM,San Francisco,192
1393,2,89,8:34:00 AM,12:34:00 AM,22nd Street,192
1394,3,89,8:39:00 AM,12:39:00 AM,Bayshore,192
1395,4,89,8:46:00 AM,12:46:00 AM,So. San Francisco,192
1396,5,89,8:50:00 AM,12:50:00 AM,San Bruno,192
1397,6,89,8:56:00 AM,12:56:00 AM,Millbrae,192
1398,7,89,9:01:00 AM,1:01:00 AM,Burlingame,192
1399,8,89,9:04:00 AM,1:04:00 AM,San Mateo,192
1400,9,89,9:08:00 AM,1:08:00 AM,Hayward Park,192
1401,10,89,9:11:00 AM,1:11:00 AM,Hillsdale,192
1402,11,89,9:15:00 AM,1:15:00 AM,Belmont,192
1403,12,89,9:18:00 AM,1:18:00 AM,San Carlos,192
1404,13,89,9:23:00 AM,1:23:00 AM,Redwood City,192
1405,14,89,9:28:00 AM,1:28:00 AM,Menlo Park,192
1406,15,89,9:32:00 AM,1:32:00 AM,Palo Alto,192
1407,16,89,9:35:00 AM,1:35:00 AM,California Ave,192
1408,17,89,9:39:00 AM,1:39:00 AM,San Antonio,192
1409,18,89,9:44:00 AM,1:44:00 AM,Mountain View,192
1410,19,89,9:49:00 AM,1:49:00 AM,Sunnyvale,192
1411,20,89,9:53:00 AM,1:53:00 AM,Lawrence,192
1412,21,89,9:58:00 AM,1:58:00 AM,Santa Clara,192
1413,23,89,10:06:00 AM,2:06:00 AM,San Jose Diridon,192
1414,24,89,10:11:00 AM,2:11:00 AM,Tamien,192
1415,1,90,9:30:00 AM,1:30:00 AM,San Francisco,194
1416,2,90,9:34:00 AM,1:34:00 AM,22nd Street,194
1417,3,90,9:39:00 AM,1:39:00 AM,Bayshore,194
1418,4,90,9:46:00 AM,1:46:00 AM,So. San Francisco,194
1419,5,90,9:50:00 AM,1:50:00 AM,San Bruno,194
1420,6,90,9:56:00 AM,1:56:00 AM,Millbrae,194
1421,7,90,10:01:00 AM,2:01:00 AM,Burlingame,194
1422,8,90,10:04:00 AM,2:04:00 AM,San Mateo,194
1423,9,90,10:08:00 AM,2:08:00 AM,Hayward Park,194
1424,10,90,10:11:00 AM,2:11:00 AM,Hillsdale,194
1425,11,90,10:15:00 AM,2:15:00 AM,Belmont,194
1426,12,90,10:18:00 AM,2:18:00 AM,San Carlos,194
1427,13,90,10:23:00 AM,2:23:00 AM,Redwood City,194
1428,14,90,10:28:00 AM,2:28:00 AM,Menlo Park,194
